*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 147    22    0.01    0.16    0.00     112    3.47    41.2   0.035   0.042   3.434   0.019     1.8    41.8     0.4    5433     0.1    6534    0.00    6.53    0.10    2.33     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0   5569.    225.    176.     67.    157.    113.     82.     75.     71.     5.6     0.2     0.2     0.1     0.2     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     2.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 148    23    0.01    0.16    0.00     117    3.47    42.8   0.035   0.043   3.440   0.019     0.1     1.4     0.0    5406     5.4    1593    0.06    1.59    5.33    0.33     0.0     0.0     0.0     5.4     0.0     0.0     0.0     0.0     0.0    971.     34.     53.     64.    144.    106.     79.     73.     69.     1.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     5.3     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 149    24    0.01    0.17    0.00     123    3.47    44.9   0.035   0.045   3.440   0.020     0.4     8.5     0.1    5519     0.0    2187    0.00    2.19    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1470.     51.     61.    169.    129.     97.     75.     70.     66.     1.5     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 150    25    0.01    0.17    0.00     128    3.47    46.3   0.035   0.047   3.440   0.020     0.1     1.5     0.0    5314     0.0    1384    0.00    1.38    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    862.     34.     40.     51.    113.     87.     69.     65.     62.     0.9     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 151    26    0.01    0.18    0.00     134    3.47    48.2   0.035   0.049   3.440   0.020     0.5     9.6     0.1    5380     0.0    1827    0.00    1.83    0.00    0.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1299.     51.     52.     55.    102.     81.     66.     62.     60.     1.3     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 152    27    0.01    0.20    0.00     139    3.55    50.3   0.036   0.051   3.518   0.021     1.2    25.2     0.3    5411    79.4    2181    0.93    2.18   78.49    0.82    57.6    12.9     9.0     0.0     0.0     0.0     0.0     0.0     0.0   1557.     62.     60.    145.     95.     77.     64.     61.     59.     2.3     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1    56.9    12.7     8.8     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 153    28    0.01    0.20    0.00     144    3.86    51.6   0.039   0.052   3.821   0.022     0.1     2.4     0.0    5345   306.0    1297    2.78    1.30  303.21    0.71   233.4    61.6    11.0     0.0     0.0     0.0     0.0     0.0     0.0    723.     44.     59.    130.     88.     73.     62.     59.     58.     2.8     0.6     0.2     0.1     0.1     0.1     0.1     0.1     0.1   231.3    61.1    10.8     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 154    29    0.01    0.22    0.00     150    4.01    53.3   0.040   0.054   3.969   0.022     0.6    16.7     0.1    5483   149.6    1704    1.58    1.70  148.03    0.69   126.6    21.9     1.1     0.0     0.0     0.0     0.0     0.0     0.0   1125.     58.     66.    121.     84.     71.     62.     59.     58.     2.5     0.3     0.1     0.1     0.1     0.1     0.1     0.1     0.1   125.3    21.7     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 155    30    0.01    0.26    0.00     155    4.06    55.5   0.041   0.056   4.015   0.023     1.5    42.2     0.4    5546    46.7    2110    0.58    2.11   46.13    0.76    46.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1333.    183.    155.    111.     80.     69.     61.     59.     58.     1.9     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1    46.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 156    31    0.01    0.33    0.00     161    4.06    58.8   0.041   0.059   4.015   0.024     2.4    62.0     0.6    5509     0.0    3337    0.00    3.34    0.00    1.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2629.    156.    138.    101.     75.     66.     59.     57.     56.     2.6     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 157    32    0.01    0.33    0.00     166    4.06    59.7   0.041   0.060   4.015   0.025     0.1     2.5     0.0    5296     0.0     902    0.00    0.90    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    446.     23.     47.     90.     69.     61.     56.     55.     54.     0.4     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 158    33    0.01    0.35    0.00     171    4.06    60.8   0.041   0.061   4.015   0.025     0.7    17.0     0.2    5349     0.0    1127    0.00    1.13    0.00    0.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    668.     38.     52.     83.     65.     59.     55.     54.     53.     0.7     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 159    34    0.02    0.39    0.00     177    4.06    62.1   0.041   0.063   4.015   0.025     1.6    42.2     0.4    5290     0.0    1283    0.00    1.28    0.00    0.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    761.     48.    121.     77.     62.     57.     53.     53.     52.     0.8     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 160    35    0.02    0.45    0.00     182    4.06    69.0   0.041   0.069   4.015   0.028     2.6    58.6     0.7    5288     0.0    6891    0.00    6.89    0.00    2.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   6289.    145.    112.     73.     61.     56.     53.     52.     52.     6.3     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 161    36    0.02    0.45    0.00     187    4.06    70.4   0.041   0.071   4.015   0.028     0.1     2.8     0.0    5213     0.0    1425    0.00    1.42    0.00    0.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1083.     24.     21.     24.     60.     56.     53.     52.     52.     1.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 162    37    0.02    0.46    0.00     193    4.06    72.2   0.041   0.073   4.015   0.028     0.6    14.0     0.2    5298     0.0    1810    0.00    1.81    0.00    0.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1441.     42.     33.     27.     58.     55.     52.     52.     51.     1.4     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 163    38    0.02    0.50    0.00     198    4.06    74.3   0.041   0.075   4.015   0.029     1.6    35.1     0.4    5303     0.0    2053    0.00    2.05    0.00    0.55     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1612.     54.     44.     77.     57.     54.     52.     52.     51.     1.6     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 164    39    0.02    0.50    0.00     203    4.06    75.3   0.041   0.076   4.015   0.029     0.1     2.6     0.0    5172     0.0     991    0.00    0.99    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    693.     29.     24.     18.     20.     53.     52.     51.     51.     0.7     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 165    40    0.02    0.52    0.01     208    4.26    76.6   0.043   0.077   4.221   0.030     0.7    16.7     0.2    5323   208.0    1305    2.12    1.30  205.90    0.67   109.6    52.7    45.7     0.0     0.0     0.0     0.0     0.0     0.0    966.     44.     39.     24.     23.     53.     52.     52.     51.     2.1     0.5     0.5     0.0     0.0     0.1     0.1     0.1     0.1   108.4    52.2    45.2     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 166    41    0.02    0.56    0.01     214    4.34    78.0   0.044   0.079   4.297   0.030     1.8    40.4     0.4    5329    76.4    1448    0.89    1.45   75.51    0.62    42.4    14.3    19.7     0.0     0.0     0.0     0.0     0.0     0.0   1043.     53.     50.     29.     65.     53.     52.     52.     51.     1.6     0.2     0.3     0.0     0.1     0.1     0.1     0.1     0.1    41.9    14.2    19.5     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 167    42    0.03    0.62    0.01     219    4.34    80.6   0.044   0.081   4.300   0.031     2.8    61.7     0.7    5417     3.3    2536    0.04    2.54    3.23    0.90     0.0     0.0     3.3     0.0     0.0     0.0     0.0     0.0     0.0   2006.    159.     60.     34.     65.     54.     53.     53.     52.     2.0     0.2     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     3.2     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 168    43    0.03    0.62    0.01     224    4.51    81.1   0.045   0.082   4.464   0.032     0.1     2.5     0.0    5208   165.1     553    1.43    0.55  163.71    0.31     0.0     0.0    89.6    75.6     0.0     0.0     0.0     0.0     0.0    332.     25.     28.     16.     10.     17.     20.     53.     52.     0.3     0.0     0.8     0.7     0.0     0.0     0.0     0.1     0.1     0.0     0.0    88.8    74.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 169    44    0.03    0.64    0.01     230    4.60    81.9   0.046   0.082   4.559   0.032     0.6    13.8     0.2    5432    95.9     766    0.92    0.77   94.96    0.32     0.0     0.0    50.4    45.5     0.0     0.0     0.0     0.0     0.0    459.     39.     43.     25.     17.     21.     58.     52.     52.     0.5     0.0     0.5     0.4     0.0     0.0     0.1     0.1     0.1     0.0     0.0    49.9    45.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 170    45    0.03    0.67    0.01     235    4.65    82.7   0.047   0.083   4.606   0.032     1.5    32.8     0.4    5418    48.2     836    0.51    0.84   47.72    0.32     0.0     0.0    23.8    24.5     0.0     0.0     0.0     0.0     0.0    491.     49.     55.     32.     22.     24.     57.     52.     52.     0.5     0.0     0.3     0.3     0.0     0.0     0.1     0.1     0.1     0.0     0.0    23.5    24.2     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 171    46    0.03    0.67    0.01     240    4.82    83.2   0.048   0.084   4.767   0.032     0.1     2.6     0.0    5153   162.2     447    1.40    0.45  160.81    0.29     0.0     0.0    86.0    76.2     0.0     0.0     0.0     0.0     0.0    220.     26.     29.     18.     13.     18.     20.     51.     51.     0.2     0.0     0.8     0.7     0.0     0.0     0.0     0.1     0.1     0.0     0.0    85.3    75.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 172    47    0.03    0.69    0.01     246    5.08    83.7   0.051   0.084   5.034   0.033     0.7    15.0     0.2    5213   269.0     555    2.63    0.56  266.36    0.58    61.1    44.7    46.4    44.0    47.9    24.9     0.0     0.0     0.0    287.     37.     42.     27.     20.     22.     22.     49.     49.     0.9     0.5     0.5     0.4     0.5     0.3     0.0     0.0     0.0    60.5    44.3    46.0    43.6    47.4    24.6     0.0     0.0     0.0     0.2     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0
 2015 173    48    0.03    0.72    0.01     251    5.21    84.3   0.052   0.085   5.158   0.034     1.5    35.2     0.4    5039   125.5     618    1.34    0.62  124.21    0.45    26.0    15.0    21.3    22.9    27.3    13.0     0.0     0.0     0.0    289.     43.     49.     33.     24.     25.     59.     47.     47.     0.6     0.2     0.3     0.3     0.3     0.2     0.1     0.0     0.0    25.7    14.9    21.1    22.7    27.0    12.9     0.0     0.0     0.0     0.2     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 174    49    0.03    0.78    0.01     255    5.25    84.9   0.052   0.085   5.198   0.034     2.4    57.5     0.6    4920    40.8     611    0.45    0.61   40.32    0.30     3.6     0.0     6.7    10.4    14.5     5.5     0.0     0.0     0.0    269.     47.     55.     37.     28.     27.     56.     46.     46.     0.3     0.0     0.1     0.1     0.2     0.1     0.1     0.0     0.0     3.5     0.0     6.6    10.3    14.4     5.4     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 175    50    0.03    0.78    0.01     260    5.61    85.3   0.056   0.086   5.555   0.034     0.1     2.7     0.0    4652   360.3     315    3.14    0.32  357.16    0.54    67.2    63.5    68.0    66.9    71.4    23.3     0.0     0.0     0.0    102.     23.     25.     18.     14.     23.     20.     45.     45.     0.7     0.6     0.6     0.6     0.6     0.3     0.0     0.0     0.0    66.6    62.9    67.4    66.3    70.8    23.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0
 2015 176    51    0.03    0.80    0.01     265    5.81    85.7   0.058   0.086   5.755   0.035     0.6    15.1     0.1    4762   201.2     425    1.95    0.42  199.25    0.44    37.2    30.9    37.5    39.2    43.6    12.8     0.0     0.0     0.0    138.     32.     36.     27.     21.     26.     56.     45.     45.     0.5     0.3     0.4     0.4     0.4     0.2     0.1     0.0     0.0    36.8    30.6    37.1    38.8    43.2    12.7     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 177    52    0.03    0.83    0.01     270    5.91    86.2   0.059   0.087   5.847   0.035     1.5    37.4     0.4    4797    93.6     477    0.99    0.48   92.61    0.34    15.8     9.8    17.2    20.5    25.2     5.1     0.0     0.0     0.0    154.     41.     46.     35.     27.     29.     55.     45.     45.     0.3     0.1     0.2     0.2     0.3     0.1     0.1     0.0     0.0    15.6     9.7    17.0    20.3    24.9     5.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0
 2015 178    53    0.03    0.84    0.01     274    6.14    86.5   0.061   0.087   6.077   0.036     0.1     2.8     0.0    4708   231.6     352    2.11    0.35  229.54    0.43    53.4    55.3    57.5    30.6    25.1     9.7     0.0     0.0     0.0     70.     21.     27.     31.     28.     29.     54.     46.     46.     0.5     0.5     0.5     0.3     0.3     0.1     0.1     0.0     0.0    53.0    54.8    57.0    30.3    24.9     9.6     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 179    54    0.04    0.85    0.01     279    6.26    86.9   0.062   0.087   6.194   0.036     0.6    16.6     0.2    4765   118.2     410    1.20    0.41  117.04    0.33    28.8    26.2    30.6    15.7    13.5     3.4     0.0     0.0     0.0     97.     32.     38.     37.     32.     31.     52.     45.     45.     0.4     0.3     0.3     0.2     0.2     0.1     0.1     0.0     0.0    28.5    26.0    30.3    15.6    13.3     3.4     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 180    55    0.04    0.89    0.01     284    6.30    87.4   0.062   0.088   6.241   0.036     1.4    39.1     0.3    4696    47.7     436    0.53    0.44   47.14    0.24    12.6     9.0    13.7     6.6     5.8     0.0     0.0     0.0     0.0    104.     39.     46.     41.     34.     32.     51.     44.     45.     0.3     0.1     0.2     0.1     0.1     0.0     0.1     0.0     0.0    12.4     8.9    13.5     6.5     5.7     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 181    56    0.04    0.96    0.01     289    6.31    87.9   0.062   0.088   6.245   0.036     2.4    67.2     0.6    4708     4.2     586    0.05    0.59    4.11    0.19     0.7     0.0     3.1     0.2     0.2     0.0     0.0     0.0     0.0    102.    125.     53.     44.     37.     85.     50.     45.     45.     0.1     0.1     0.1     0.0     0.0     0.1     0.1     0.0     0.0     0.7     0.0     3.0     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 182    57    0.04    0.96    0.01     293    6.51    88.2   0.064   0.089   6.448   0.037     0.1     2.9     0.0    4533   204.8     254    1.76    0.25  203.02    0.32    32.6     0.0    49.2    56.8    66.2     0.0     0.0     0.0     0.0     39.     20.     24.     20.     16.     27.     19.     45.     45.     0.3     0.0     0.5     0.5     0.6     0.0     0.0     0.0     0.0    32.3     0.0    48.8    56.3    65.6     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 183    58    0.04    0.98    0.01     298    6.63    88.6   0.065   0.089   6.566   0.037     0.6    17.1     0.1    4823   119.4     362    1.15    0.36  118.21    0.28    18.4     0.0    27.2    33.2    40.5     0.0     0.0     0.0     0.0     57.     33.     38.     31.     25.     31.     55.     46.     46.     0.2     0.0     0.3     0.3     0.4     0.0     0.1     0.0     0.0    18.2     0.0    26.9    32.9    40.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 184    59    0.04    1.02    0.01     303    6.69    89.0   0.066   0.089   6.628   0.037     1.4    39.4     0.3    4952    62.6     414    0.66    0.41   61.97    0.25     8.2     0.0    12.9    17.8    23.7     0.0     0.0     0.0     0.0     63.     43.     49.     41.     33.     34.     55.     48.     48.     0.2     0.0     0.2     0.2     0.3     0.0     0.1     0.0     0.0     8.1     0.0    12.7    17.6    23.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0
 2015 185    60    0.04    1.02    0.01     308    6.80    89.3   0.067   0.090   6.737   0.037     0.1     3.2     0.0    4994   109.4     355    1.04    0.36  108.39    0.26    28.6     0.0    35.1    23.4    22.4     0.0     0.0     0.0     0.0     30.     24.     35.     40.     36.     35.     56.     49.     49.     0.3     0.0     0.4     0.3     0.3     0.0     0.1     0.0     0.0    28.3     0.0    34.7    23.2    22.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 186    61    0.04    1.04    0.01     313    6.88    89.7   0.068   0.090   6.808   0.038     0.6    18.6     0.2    5175    71.9     417    0.74    0.42   71.15    0.26    15.6    16.4    17.6    11.1    11.1     0.1     0.0     0.0     0.0     46.     38.     48.     47.     42.     39.     56.     51.     50.     0.2     0.2     0.2     0.2     0.2     0.0     0.1     0.1     0.1    15.4    16.2    17.4    11.0    11.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 187    62    0.04    1.08    0.01     318    6.90    90.3   0.068   0.091   6.836   0.038     1.4    40.7     0.3    5225    28.9     518    0.32    0.52   28.59    0.22     7.1     6.0     7.4     4.2     4.3     0.0     0.0     0.0     0.0     54.     46.     58.     52.     46.    103.     56.     51.     51.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     7.0     5.9     7.3     4.1     4.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 188    63    0.05    1.14    0.01     323    6.91    90.8   0.068   0.091   6.842   0.038     2.0    61.5     0.5    5177     6.1     517    0.07    0.52    6.06    0.17     1.8     0.7     2.0     0.1     1.5     0.0     0.0     0.0     0.0     55.     50.     60.     54.     47.     94.     55.     50.     50.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     1.8     0.7     2.0     0.1     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 189    64    0.05    1.21    0.01     328    6.91    91.5   0.068   0.092   6.843   0.039     2.2    69.6     0.5    4962     0.6     704    0.01    0.70    0.57    0.79     0.0     0.0     0.5     0.0     0.1     0.0     0.0     0.0     0.0    101.    138.     58.    132.     45.     82.     51.     48.     48.     0.1     0.1     0.1     0.1     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.5     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.1     0.1     0.1     0.1
 2015 190    65    0.05    1.26    0.01     333    6.91    92.0   0.068   0.093   6.844   0.039     1.4    42.7     0.3    4586     0.9     542    0.01    0.54    0.85    0.48     0.0     0.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     35.     39.     52.    108.    106.     70.     46.     43.     43.     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0
 2015 191    66    0.05    1.32    0.01     337    6.91    92.7   0.068   0.093   6.844   0.040     2.0    63.8     0.5    4412     0.0     641    0.00    0.64    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     37.    110.    115.     95.     94.     63.     43.     41.     42.     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 192    67    0.05    1.32    0.01     342    6.91    93.1   0.068   0.094   6.844   0.040     0.1     3.1     0.0    4385     0.0     385    0.00    0.39    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     16.     18.     38.     35.     89.     61.     44.     42.     42.     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0
 2015 193    68    0.05    1.34    0.01     346    6.91    93.5   0.068   0.094   6.844   0.040     0.5    17.5     0.1    4551     0.0     472    0.00    0.47    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     23.     30.     46.     94.     86.     61.     45.     43.     43.     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 194    69    0.05    1.38    0.01     351    6.92    94.0   0.068   0.095   6.848   0.040     1.2    40.4     0.3    4804     4.6     510    0.06    0.51    4.52    0.21     4.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     28.     41.     55.     95.     87.     63.     48.     46.     46.     0.1     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     4.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 195    70    0.05    1.38    0.01     356    6.93    94.3   0.068   0.095   6.864   0.041     0.1     3.5     0.0    5123    15.7     290    0.14    0.29   15.56    0.10    15.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     15.     26.     28.     18.     20.     24.     54.     52.     52.     0.2     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1    15.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 196    71    0.05    1.40    0.01     362    6.97    94.7   0.069   0.095   6.903   0.041     0.5    17.4     0.1    5496    39.1     364    0.39    0.36   38.74    0.16     9.4    10.8    18.9     0.0     0.0     0.0     0.0     0.0     0.0     22.     41.     46.     30.     29.     29.     57.     55.     55.     0.1     0.1     0.2     0.0     0.0     0.0     0.1     0.1     0.1     9.3    10.7    18.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 197    72    0.05    1.44    0.01     367    6.99    95.1   0.069   0.096   6.919   0.041     1.1    38.3     0.3    5524    17.0     458    0.19    0.46   16.83    0.16     4.4     3.7     8.9     0.0     0.0     0.0     0.0     0.0     0.0     25.     51.     58.     39.     37.     82.     57.     55.     55.     0.1     0.1     0.2     0.0     0.0     0.1     0.1     0.1     0.1     4.3     3.7     8.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
