*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 180    49   327   103      1     38     15    16   178    90    0.03   0.0   0.0   0.00   0.394   0.372   0.350   0.356   0.358   0.359   0.359   0.359   0.359
 2016 181    50   341   117      1     38     15    17   195    90    0.03   0.0   0.0   0.00   0.464   0.426   0.368   0.360   0.356   0.358   0.358   0.358   0.358
 2016 182    51   337   113      1     40     15    17   195    90    0.03   0.0   0.0   0.00   0.435   0.405   0.360   0.360   0.361   0.361   0.361   0.361   0.361
 2016 183    52   331   108      1     41     15    17   195    90    0.03   0.0   0.0   0.00   0.412   0.388   0.353   0.358   0.360   0.360   0.360   0.360   0.360
 2016 184    53   353   129      1     41     15    18   219    90    0.03   0.0   0.0   0.00   0.465   0.427   0.425   0.397   0.370   0.364   0.359   0.359   0.359
 2016 185    54   343   119      1     48     15    18   219    90    0.03   0.0   0.0   0.00   0.433   0.404   0.399   0.383   0.366   0.362   0.361   0.361   0.361
 2016 186    55   336   112      1     51     15    18   219    90    0.03   0.0   0.0   0.00   0.413   0.388   0.380   0.373   0.363   0.361   0.361   0.361   0.361
 2016 187    56   331   108      1     53     15    18   219    90    0.03   0.0   0.0   0.00   0.398   0.378   0.368   0.367   0.361   0.361   0.361   0.361   0.361
 2016 188    57   353   129      1     53     15    19   243    90    0.03   0.0   0.0   0.00   0.464   0.427   0.425   0.397   0.371   0.363   0.360   0.359   0.359
 2016 189    58   343   119      1     59     15    19   243    90    0.03   0.0   0.0   0.00   0.434   0.404   0.399   0.383   0.366   0.361   0.361   0.361   0.361
 2016 190    59   336   112      1     63     15    19   243    90    0.03   0.0   0.0   0.00   0.412   0.388   0.380   0.373   0.363   0.360   0.360   0.360   0.360
 2016 191    60   357   133      1     63     15    20   267    90    0.03   0.0   0.0   0.00   0.463   0.426   0.424   0.422   0.383   0.366   0.362   0.359   0.359
 2016 192    61   345   121      1     71     15    20   267    90    0.03   0.0   0.0   0.00   0.432   0.403   0.398   0.400   0.374   0.363   0.360   0.360   0.360
 2016 193    62   337   114      1     75     15    20   267    90    0.03   0.0   0.0   0.00   0.412   0.388   0.380   0.385   0.368   0.362   0.360   0.360   0.360
 2016 194    63   332   108      1     77     15    20   267    90    0.05   0.0   0.0   0.00   0.397   0.377   0.367   0.374   0.363   0.360   0.360   0.360   0.360
 2016 195    64   352   129      1     77     15    21   291    90    0.06   0.0   0.0   0.00   0.465   0.427   0.425   0.399   0.372   0.362   0.358   0.357   0.357
 2016 196    65   343   119      1     83     15    21   291    90    0.07   0.0   0.0   0.00   0.436   0.405   0.399   0.383   0.366   0.359   0.359   0.359   0.359
 2016 197    66   336   112      1     86     15    21   291    90    0.06   0.0   0.0   0.00   0.416   0.390   0.381   0.373   0.362   0.359   0.359   0.359   0.359
 2016 198    67   331   107      1     87     15    21   291    90    0.06   0.0   0.0   0.00   0.402   0.380   0.369   0.366   0.359   0.359   0.359   0.359   0.359
 2016 199    68   328   104      1     87     15    21   291    90    0.05   0.0   0.0   0.00   0.394   0.375   0.361   0.362   0.359   0.359   0.359   0.356   0.356
 2016 200    69   349   125      1     87     15    22   315    90    0.04   0.0   0.0   0.00   0.467   0.429   0.426   0.383   0.364   0.359   0.356   0.354   0.353

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 153     0   329   106      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.391   0.375   0.356   0.362   0.362   0.362   0.362   0.362   0.362
 2016 154     1   337   113      0      0      0     1    10    45    0.00   0.0   0.0   0.00   0.460   0.391   0.359   0.361   0.359   0.359   0.359   0.359   0.359
 2016 155     2   333   109      0      1      0     1    10    90    0.00   0.0   0.0   0.00   0.436   0.383   0.356   0.359   0.359   0.359   0.359   0.359   0.359
 2016 156     3   336   112      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.463   0.397   0.360   0.359   0.356   0.356   0.356   0.356   0.356
 2016 157     4   333   109      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.438   0.387   0.356   0.359   0.359   0.359   0.359   0.359   0.354
 2016 158     5   330   106      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.420   0.380   0.353   0.359   0.359   0.359   0.359   0.359   0.352
 2016 159     6   327   103      0      1      0     2    16    90    0.00   0.0   0.0   0.00   0.407   0.375   0.353   0.359   0.359   0.356   0.356   0.356   0.349
 2016 160     7   334   110      0      1      0     3    26    90    0.00   0.0   0.0   0.00   0.468   0.396   0.358   0.358   0.356   0.353   0.353   0.353   0.346
 2016 161     8   331   107      0      1      0     3    26    90    0.00   0.0   0.0   0.00   0.440   0.386   0.354   0.359   0.359   0.359   0.359   0.350   0.343
 2016 162     9   338   114      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.467   0.426   0.368   0.361   0.357   0.356   0.356   0.347   0.340
 2016 163    10   335   111      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.440   0.406   0.361   0.359   0.359   0.359   0.359   0.359   0.346
 2016 164    11   332   108      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.421   0.393   0.356   0.359   0.359   0.359   0.359   0.359   0.352
 2016 165    12   328   105      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.407   0.383   0.352   0.359   0.359   0.359   0.359   0.357   0.349
 2016 166    13   325   102      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.398   0.377   0.352   0.359   0.356   0.356   0.356   0.354   0.346
 2016 167    14   322    98      0      1      0     4    36    90    0.00   0.0   0.0   0.00   0.391   0.372   0.351   0.356   0.353   0.353   0.353   0.351   0.343
 2016 168    15   329   105      0      1      0     5    46    90    0.00   0.0   0.0   0.00   0.459   0.387   0.354   0.352   0.350   0.350   0.350   0.348   0.340
 2016 169    16   331   107      0      1      0     6    52    90    0.00   0.0   0.0   0.00   0.455   0.409   0.363   0.354   0.348   0.347   0.348   0.346   0.339
 2016 170    17   327   104      0      1      0     6    52    90    0.00   0.0   0.0   0.00   0.430   0.393   0.356   0.359   0.359   0.354   0.345   0.343   0.336
 2016 171    18   334   110      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.466   0.423   0.368   0.361   0.357   0.351   0.342   0.340   0.333
 2016 172    19   330   107      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.437   0.402   0.360   0.359   0.359   0.359   0.359   0.340   0.330
 2016 173    20   327   103      0      1      0     7    62    90    0.00   0.0   0.0   0.00   0.418   0.389   0.355   0.359   0.359   0.359   0.359   0.347   0.327
 2016 174    21   330   106      0      1      0     8    68    90    0.00   0.0   0.0   0.00   0.449   0.397   0.359   0.359   0.356   0.356   0.356   0.344   0.325
 2016 175    22   327   103      0      1      0     8    68    90    0.00   0.0   0.0   0.00   0.426   0.385   0.354   0.359   0.359   0.359   0.359   0.346   0.322
 2016 176    23   333   109      0      1      0     9    78    90    0.00   0.0   0.0   0.00   0.465   0.413   0.363   0.361   0.356   0.356   0.356   0.343   0.320
 2016 177    24   329   106      0      1      0     9    78    90    0.00   0.0   0.0   0.00   0.435   0.395   0.356   0.358   0.359   0.359   0.359   0.357   0.317
 2016 178    25   336   112      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.464   0.426   0.368   0.361   0.357   0.356   0.356   0.354   0.315
 2016 179    26   332   108      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.434   0.404   0.359   0.358   0.359   0.359   0.359   0.359   0.327
 2016 180    27   328   104      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.413   0.388   0.353   0.358   0.359   0.359   0.359   0.359   0.333
 2016 181    28   325   101      0      1      0    10    88    90    0.00   0.0   0.0   0.00   0.399   0.378   0.351   0.359   0.360   0.358   0.357   0.357   0.331
 2016 182    29   340   116      0      1      0    11   105    90    0.00   0.0   0.0   0.00   0.466   0.428   0.378   0.365   0.360   0.356   0.356   0.356   0.329
 2016 183    30   336   112      0      1      0    11   105    90    0.00   0.0   0.0   0.00   0.435   0.404   0.365   0.360   0.359   0.360   0.360   0.360   0.354
 2016 184    31   332   108      0      2      0    11   105    90    0.00   0.0   0.0   0.00   0.415   0.390   0.358   0.359   0.360   0.360   0.360   0.360   0.360
 2016 185    32   353   129      0      2      0    12   129    90    0.01   0.0   0.0   0.00   0.463   0.426   0.424   0.403   0.372   0.363   0.360   0.359   0.359
 2016 186    33   343   120      0      8      0    12   129    90    0.01   0.0   0.0   0.00   0.434   0.404   0.399   0.388   0.367   0.361   0.360   0.360   0.360
 2016 187    34   337   113      0     12      0    12   129    90    0.01   0.0   0.0   0.00   0.413   0.389   0.381   0.377   0.363   0.361   0.361   0.361   0.361
 2016 188    35   332   108      0     13      0    12   129    90    0.02   0.0   0.0   0.00   0.399   0.378   0.368   0.369   0.362   0.361   0.361   0.361   0.361
 2016 189    36   353   129      0     13      0    13   153    90    0.02   0.0   0.0   0.00   0.463   0.426   0.424   0.399   0.372   0.363   0.360   0.359   0.359
 2016 190    37   343   119      0     20      0    13   153    90    0.02   0.0   0.0   0.00   0.433   0.403   0.398   0.384   0.367   0.362   0.361   0.361   0.361
 2016 191    38   336   112      0     24      0    13   153    90    0.03   0.0   0.0   0.00   0.411   0.387   0.380   0.374   0.363   0.361   0.361   0.361   0.361
 2016 192    39   356   132      0     24      0    14   177    90    0.03   0.0   0.0   0.00   0.462   0.425   0.424   0.422   0.382   0.366   0.362   0.359   0.359
 2016 193    40   345   121      0     31      0    14   177    90    0.03   0.0   0.0   0.00   0.431   0.402   0.397   0.400   0.374   0.364   0.361   0.361   0.361
 2016 194    41   337   113      0     36      0    14   177    90    0.03   0.0   0.0   0.00   0.409   0.385   0.378   0.385   0.368   0.363   0.361   0.361   0.361
 2016 195    42   332   108      0     38      0    14   177    90    0.03   0.0   0.0   0.00   0.395   0.375   0.366   0.375   0.365   0.361   0.361   0.361   0.361
 2016 196    43   352   128      0     38      0    15   201    90    0.03   0.0   0.0   0.00   0.461   0.424   0.423   0.395   0.373   0.364   0.361   0.359   0.359
 2016 197    44   342   118      0     44      0    15   201    90    0.03   0.0   0.0   0.00   0.430   0.401   0.396   0.381   0.367   0.363   0.361   0.361   0.361
 2016 198    45   335   111      0     47      0    15   201    90    0.04   0.0   0.0   0.00   0.407   0.384   0.377   0.371   0.363   0.361   0.361   0.361   0.361
 2016 199    46   330   107      0     49      0    15   201    90    0.04   0.0   0.0   0.00   0.394   0.374   0.365   0.365   0.362   0.361   0.361   0.361   0.361
 2016 200    47   327   103      0     49      0    15   201    90    0.03   0.0   0.0   0.00   0.384   0.366   0.356   0.361   0.360   0.361   0.361   0.361   0.360
 2016 201    48   347   123      0     49      0    16   225    90    0.03   0.0   0.0   0.00   0.462   0.425   0.409   0.375   0.363   0.361   0.359   0.359   0.358
 2016 202    49   339   115      0     53      0    16   225    90    0.03   0.0   0.0   0.00   0.430   0.401   0.387   0.367   0.361   0.361   0.361   0.361   0.361
 2016 203    50   333   109      0     56      0    16   225    90    0.03   0.0   0.0   0.00   0.409   0.385   0.371   0.362   0.360   0.361   0.361   0.361   0.361
 2016 204    51   353   129      0     56      0    17   249    90    0.03   0.0   0.0   0.00   0.462   0.425   0.424   0.406   0.373   0.363   0.360   0.359   0.359
 2016 205    52   344   120      0     62      0    17   249    90    0.04   0.0   0.0   0.00   0.432   0.403   0.398   0.390   0.368   0.362   0.361   0.361   0.361
 2016 206    53   336   112      0     66      0    17   249    90    0.03   0.0   0.0   0.00   0.409   0.385   0.378   0.377   0.364   0.361   0.360   0.360   0.360
 2016 207    54   330   106      0     68      0    17   249    90    0.03   0.0   0.0   0.00   0.393   0.373   0.365   0.369   0.361   0.360   0.360   0.360   0.360
 2016 208    55   350   126      0     68      0    18   273    90    0.03   0.0   0.0   0.00   0.461   0.424   0.423   0.387   0.368   0.362   0.359   0.359   0.359
 2016 209    56   341   117      0     73      0    18   273    90    0.04   0.0   0.0   0.00   0.429   0.400   0.396   0.376   0.364   0.361   0.360   0.360   0.360
 2016 210    57   334   110      0     76      0    18   273    90    0.04   0.0   0.0   0.00   0.407   0.384   0.377   0.367   0.361   0.360   0.360   0.360   0.360
 2016 211    58   354   130      0     76      0    19   297    90    0.04   0.0   0.0   0.00   0.461   0.424   0.423   0.412   0.375   0.364   0.360   0.359   0.359
 2016 212    59   343   119      0     83      0    19   297    90    0.03   0.0   0.0   0.00   0.430   0.401   0.396   0.393   0.369   0.362   0.360   0.360   0.360
 2016 213    60   336   112      0     86      0    19   297    90    0.03   0.0   0.0   0.00   0.408   0.385   0.378   0.380   0.364   0.360   0.360   0.360   0.360
 2016 214    61   330   106      0     88      0    19   297    90    0.03   0.0   0.0   0.00   0.393   0.373   0.364   0.370   0.362   0.360   0.360   0.360   0.360
 2016 215    62   350   126      0     88      0    20   321    90    0.03   0.0   0.0   0.00   0.461   0.424   0.423   0.388   0.368   0.362   0.358   0.358   0.358
 2016 216    63   341   117      0     93      0    20   321    90    0.03   0.0   0.0   0.00   0.431   0.402   0.397   0.376   0.364   0.360   0.360   0.360   0.360
 2016 217    64   334   110      0     96      0    20   321    90    0.05   0.0   0.0   0.00   0.410   0.386   0.378   0.367   0.360   0.360   0.360   0.360   0.360
 2016 218    65   354   130      0     96      0    21   345    90    0.06   0.0   0.0   0.00   0.463   0.425   0.424   0.416   0.375   0.362   0.358   0.357   0.357
 2016 219    66   343   119      0    102      0    21   345    90    0.07   0.0   0.0   0.00   0.433   0.403   0.397   0.395   0.368   0.359   0.359   0.359   0.359
 2016 220    67   336   112      0    106      0    21   345    90    0.06   0.0   0.0   0.00   0.413   0.388   0.379   0.381   0.362   0.359   0.359   0.359   0.359
 2016 221    68   331   107      0    107      0    21   345    90    0.06   0.0   0.0   0.00   0.400   0.379   0.367   0.371   0.359   0.359   0.359   0.359   0.359
 2016 222    69   352   128      0    107      0    22   369    90    0.05   0.0   0.0   0.00   0.466   0.428   0.425   0.400   0.369   0.360   0.356   0.356   0.356
 2016 223    70   343   119      0    112      0    22   369    90    0.04   0.0   0.0   0.00   0.438   0.407   0.400   0.385   0.364   0.359   0.359   0.359   0.359
