*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 180    55    0.04    0.93    0.01     284    6.01    88.4   0.060   0.089   5.949   0.036     1.7    41.0     0.4    4690    38.1     396    0.42    0.40   37.63    0.22     5.1     4.5     6.8     6.6     8.5     4.5     2.1     0.0     0.0     78.     41.     50.     41.     34.     31.     29.     48.     45.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     5.0     4.4     6.8     6.6     8.4     4.4     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 181    56    0.04    0.98    0.01     289    6.02    89.0   0.060   0.089   5.957   0.036     2.4    58.3     0.6    4701     7.8     615    0.09    0.61    7.72    0.21     0.0     0.0     0.0     0.8     3.6     2.9     0.5     0.0     0.0    132.    125.    123.     44.     36.     32.     31.     48.     45.     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.8     3.6     2.9     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 182    57    0.04    0.99    0.01     293    6.15    89.3   0.061   0.090   6.088   0.037     0.1     2.9     0.0    4568   132.3     260    1.19    0.26  131.09    0.26     0.0     0.0     0.0    52.6    55.2    19.3     5.2     0.0     0.0     26.     21.     23.     20.     19.     28.     30.     47.     45.     0.0     0.0     0.0     0.5     0.5     0.2     0.1     0.0     0.0     0.0     0.0     0.0    52.1    54.7    19.1     5.2     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0
 2015 183    58    0.04    1.00    0.01     298    6.23    89.6   0.062   0.090   6.168   0.037     0.7    16.8     0.2    4798    81.1     331    0.79    0.33   80.34    0.22     0.0     0.0     0.0    30.8    34.7    11.9     3.8     0.0     0.0     42.     34.     37.     31.     27.     32.     32.     48.     46.     0.0     0.0     0.0     0.3     0.4     0.2     0.1     0.0     0.0     0.0     0.0     0.0    30.5    34.3    11.8     3.7     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0
 2015 184    59    0.04    1.04    0.01     303    6.28    90.0   0.062   0.090   6.215   0.037     1.6    39.8     0.4    4923    47.0     393    0.48    0.39   46.50    0.21     0.0     0.0     0.0    16.5    21.4     6.8     2.2     0.0     0.0     55.     45.     50.     41.     34.     36.     35.     50.     48.     0.1     0.0     0.0     0.2     0.3     0.1     0.1     0.0     0.0     0.0     0.0     0.0    16.4    21.2     6.8     2.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0
 2015 185    60    0.04    1.05    0.01     308    6.33    90.3   0.063   0.091   6.270   0.037     0.1     3.2     0.0    4987    55.5     344    0.57    0.34   54.94    0.20     0.0     0.0     0.0    18.7    21.2    11.5     4.1     0.0     0.0     28.     24.     41.     41.     37.     36.     36.     51.     49.     0.0     0.0     0.0     0.2     0.3     0.2     0.1     0.1     0.0     0.0     0.0     0.0    18.5    21.0    11.4     4.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0
 2015 186    61    0.04    1.07    0.01     313    6.38    90.7   0.063   0.091   6.321   0.037     0.7    18.6     0.2    5156    51.4     408    0.55    0.41   50.83    0.23     5.7     8.1     7.8     9.1    12.3     6.3     2.2     0.0     0.0     45.     40.     53.     48.     42.     40.     38.     52.     50.     0.1     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     5.6     8.0     7.7     9.0    12.1     6.2     2.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 187    62    0.05    1.11    0.01     318    6.40    91.2   0.064   0.092   6.340   0.038     1.6    41.9     0.4    5192    19.2     450    0.21    0.45   18.98    0.18     1.5     1.7     2.0     3.7     6.6     3.0     0.7     0.0     0.0     56.     49.     61.     52.     46.     42.     40.     52.     51.     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.1     0.1     1.4     1.7     2.0     3.7     6.6     2.9     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 188    63    0.05    1.16    0.01     323    6.41    91.9   0.064   0.092   6.345   0.038     2.1    55.0     0.5    5150     5.2     755    0.06    0.75    5.18    0.24     0.0     0.0     0.0     0.5     3.0     1.8     0.0     0.0     0.0    116.    144.    144.     54.     47.     42.    104.     52.     50.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.5     3.0     1.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 189    64    0.05    1.22    0.01     328    6.41    92.7   0.064   0.093   6.348   0.039     2.0    53.9     0.5    4965     3.2     753    0.04    0.75    3.19    0.86     0.0     0.0     0.0     0.0     2.1     1.1     0.0     0.0     0.0     97.    125.    125.    133.     46.     41.     91.     49.     48.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     2.1     1.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.1     0.1     0.1
 2015 190    65    0.05    1.26    0.01     333    6.41    93.3   0.064   0.094   6.351   0.039     1.5    41.6     0.4    4578     2.6     595    0.03    0.60    2.58    0.54     0.0     0.0     0.0     0.0     1.7     0.9     0.0     0.0     0.0     37.    104.    103.    109.     41.     37.     77.     44.     43.     0.0     0.1     0.1     0.1     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     1.7     0.9     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.1     0.0     0.0
 2015 191    66    0.05    1.31    0.01     337    6.41    93.9   0.064   0.094   6.351   0.040     1.9    52.4     0.5    4401     0.2     643    0.00    0.64    0.19    0.48     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     76.     93.     93.     96.     40.     93.     69.     42.     42.     0.1     0.1     0.1     0.1     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.1     0.0     0.0     0.0
 2015 192    67    0.05    1.31    0.01     342    6.41    94.4   0.064   0.095   6.351   0.040     0.1     3.1     0.0    4393     0.0     505    0.00    0.50    0.00    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     16.     17.     37.     91.    106.     87.     66.     43.     42.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0
 2015 193    68    0.05    1.33    0.01     346    6.41    95.0   0.064   0.095   6.351   0.040     0.7    18.9     0.2    4528     0.0     575    0.00    0.57    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     27.     28.     94.     88.    101.     84.     65.     44.     43.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 194    69    0.06    1.38    0.01     351    6.41    95.6   0.064   0.096   6.351   0.041     1.6    45.8     0.4    4763     0.0     606    0.00    0.61    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     37.     38.     97.     89.    101.     85.     67.     47.     46.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 195    70    0.06    1.38    0.01     356    6.41    95.9   0.064   0.096   6.351   0.041     0.1     3.6     0.0    5134     0.0     275    0.00    0.27    0.00    0.07     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     21.     24.     21.     16.     28.     32.     28.     53.     52.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 196    71    0.06    1.40    0.01     362    6.42    96.3   0.064   0.097   6.357   0.041     0.6    17.9     0.2    5455     6.6     403    0.07    0.40    6.54    0.11     3.0     3.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     34.     41.     37.     28.     36.     37.     80.     55.     55.     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1     3.0     3.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 197    72    0.06    1.44    0.01     367    6.42    96.7   0.064   0.097   6.359   0.041     1.4    41.4     0.4    5495     1.2     449    0.01    0.45    1.23    0.13     0.7     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     43.     53.     49.     36.     42.     39.     77.     55.     55.     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.7     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 198    73    0.06    1.49    0.01     373    6.42    97.4   0.064   0.098   6.359   0.041     1.7    50.4     0.4    5443     0.0     606    0.00    0.61    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     87.    156.     56.     42.     45.     40.     72.     54.     54.     0.1     0.2     0.1     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 199    74    0.06    1.49    0.01     378    6.47    97.7   0.064   0.098   6.408   0.041     0.1     2.5     0.0    5309    49.8     354    0.48    0.35   49.32    0.18     0.0     0.0    15.2    18.5    11.9     4.3     0.0     0.0     0.0     17.     26.     27.     31.     42.     39.     68.     53.     53.     0.0     0.0     0.2     0.2     0.2     0.1     0.1     0.1     0.1     0.0     0.0    15.0    18.3    11.7     4.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 200    75    0.06    1.51    0.01     383    6.50    98.1   0.065   0.099   6.433   0.041     0.5    14.6     0.1    5240    24.9     386    0.26    0.39   24.65    0.15     0.0     0.0     7.7     9.2     5.9     2.2     0.0     0.0     0.0     26.     39.     40.     37.     44.     39.     62.     51.     50.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     7.6     9.1     5.8     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 201    76    0.06    1.54    0.02     388    6.51    98.5   0.065   0.099   6.442   0.042     1.2    35.0     0.3    5113     9.6     407    0.10    0.41    9.47    0.14     0.0     0.0     3.0     4.2     2.2     0.2     0.0     0.0     0.0     32.     46.     49.     40.     44.     39.     58.     49.     49.     0.0     0.0     0.1     0.1     0.1     0.0     0.1     0.0     0.0     0.0     0.0     2.9     4.1     2.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 202    77    0.06    1.59    0.02     393    6.51    99.2   0.065   0.100   6.443   0.042     1.6    49.3     0.4    5063     0.5     752    0.01    0.75    0.53    0.23     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     68.    141.    129.     44.    118.    100.     56.     48.     48.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 203    78    0.06    1.64    0.02     398    6.51   100.0   0.065   0.100   6.443   0.042     1.5    48.6     0.4    5096     0.0     783    0.00    0.78    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     60.    130.    120.    118.    108.     93.     56.     49.     49.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 204    79    0.07    1.69    0.02     404    6.51   100.8   0.065   0.101   6.443   0.042     1.5    48.0     0.4    5180     0.0     752    0.00    0.75    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     56.    124.    114.    111.    102.     89.     56.     50.     50.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 205    80    0.07    1.69    0.02     409    6.51   101.3   0.065   0.102   6.443   0.042     0.0     1.3     0.0    5204     0.0     532    0.00    0.53    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     12.     20.     48.    107.     99.     86.     57.     52.     52.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 206    81    0.07    1.70    0.02     414    6.51   101.9   0.065   0.102   6.443   0.043     0.4    14.4     0.1    5426     0.0     625    0.00    0.63    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     25.     38.    119.    102.     95.     83.     58.     53.     53.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 207    82    0.07    1.74    0.02     420    6.51   102.6   0.065   0.103   6.443   0.043     1.2    39.5     0.3    5450     0.0     624    0.00    0.62    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     36.     49.    112.     95.     89.     79.     57.     53.     53.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 208    83    0.07    1.79    0.02     425    6.51   103.3   0.065   0.104   6.443   0.043     1.4    47.5     0.4    5524     0.0     755    0.00    0.76    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     84.    147.    107.     91.     85.     76.     58.     54.     54.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 209    84    0.07    1.79    0.02     431    6.51   103.7   0.065   0.104   6.443   0.043     0.1     2.0     0.0    5456     0.0     359    0.00    0.36    0.00    0.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     18.     24.     20.     27.     31.     73.     57.     54.     54.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 210    85    0.07    1.81    0.02     436    6.51   104.1   0.065   0.105   6.443   0.043     0.3    11.1     0.1    5545     0.0     448    0.00    0.45    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.     37.     32.     31.     85.     69.     56.     54.     54.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 211    86    0.07    1.84    0.02     442    6.51   104.6   0.065   0.105   6.443   0.043     0.9    32.1     0.2    5593     0.0     489    0.00    0.49    0.00    0.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     43.     51.     45.     36.     82.     67.     57.     54.     54.     0.0     0.1     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 212    87    0.07    1.88    0.02     447    6.51   105.4   0.065   0.106   6.443   0.044     1.4    47.0     0.3    5615     0.0     792    0.00    0.79    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    101.    157.    123.    102.     78.     65.     56.     55.     54.     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 213    88    0.07    1.93    0.02     453    6.51   106.2   0.065   0.107   6.443   0.044     1.3    46.6     0.3    5647     0.0     752    0.00    0.75    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     95.    143.    114.     95.     75.     64.     56.     55.     54.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 214    89    0.07    1.98    0.02     459    6.51   106.9   0.065   0.107   6.443   0.044     1.3    46.2     0.3    5605     0.0     707    0.00    0.71    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     89.    130.    106.     88.     71.     61.     55.     54.     54.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 215    90    0.08    2.02    0.02     464    6.51   107.6   0.065   0.108   6.443   0.044     1.3    46.0     0.3    5633     0.0     683    0.00    0.68    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     86.    121.    100.     84.     69.     61.     55.     54.     54.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 216    91    0.08    2.07    0.02     470    6.51   108.2   0.065   0.109   6.443   0.044     1.2    45.7     0.3    5552     0.0     650    0.00    0.65    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     82.    111.     94.     78.     66.     59.     54.     53.     53.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 217    92    0.08    2.11    0.02     475    6.51   108.8   0.065   0.109   6.443   0.045     1.2    45.6     0.3    5490     0.0     632    0.00    0.63    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     79.    104.     90.     75.     65.     58.     54.     53.     53.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 218    93    0.08    2.16    0.02     481    6.51   109.5   0.065   0.110   6.443   0.045     1.2    45.5     0.3    5438     0.0     618    0.00    0.62    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     76.     99.     87.     73.     64.     57.     54.     54.     53.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 219    94    0.08    2.21    0.02     486    6.51   110.1   0.065   0.110   6.443   0.045     1.2    45.4     0.3    5415     0.0     612    0.00    0.61    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     74.     95.     86.     72.     64.     58.     55.     54.     54.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 220    95    0.08    2.25    0.02     492    6.51   110.7   0.065   0.111   6.443   0.045     1.2    45.4     0.3    5416     0.0     612    0.00    0.61    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     73.     93.     85.     72.     65.     58.     56.     55.     55.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 148     1    0.00    0.00    0.00       6    0.00     1.8   0.000   0.002   0.000   0.001     0.0     0.0     0.0    5880     0.0    1771    0.00    1.77    0.00    0.53     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    195.    207.    202.    198.    196.    195.    194.    193.    191.     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1
 2015 149     2    0.00    0.00    0.00      11    0.00     3.1   0.000   0.004   0.000   0.001     0.0     0.0     0.0    5538     0.0    1313    0.00    1.31    0.00    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    510.     28.     32.     34.     57.    164.    164.    163.    162.     0.5     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 150     3    0.00    0.00    0.00      17    0.00     4.8   0.000   0.005   0.000   0.001     0.0     0.0     0.0    5582     0.0    1697    0.00    1.70    0.00    0.36     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    951.     41.     47.     45.     59.    139.    139.    138.    138.     1.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 151     4    0.00    0.00    0.00      22    0.00     6.8   0.000   0.007   0.000   0.002     0.1     0.0     0.0    5498     0.0    1985    0.00    1.99    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1181.     55.     58.     52.    153.    122.    122.    122.    121.     1.2     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 152     5    0.00    0.00    0.00      28    0.00     8.8   0.000   0.009   0.000   0.002     0.1     0.0     0.0    5488     0.0    2054    0.00    2.05    0.00    0.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1289.     65.     65.     58.    136.    110.    110.    110.    110.     1.3     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 153     6    0.00    0.00    0.00      33    0.02    11.1   0.000   0.012   0.016   0.003     0.2     0.5     0.1    5432    15.9    2233    0.38    2.23   15.50    0.80    11.9     0.0     3.9     0.0     0.0     0.0     0.0     0.0     0.0   1290.    200.     69.    155.    120.     99.     99.     99.     99.     1.6     0.2     0.2     0.2     0.1     0.1     0.1     0.1     0.1    11.6     0.0     3.9     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
