*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2016 226    73    0.0   11.4   12.3   13.6   27.2   0.43   32.3   16.3   23.8   26.9   16.3   23.8   26.9   86.4  404.4   0.00   0.00
 2016 227    74    0.0   11.4   12.3   13.8   27.6   0.42   33.0   18.2   25.2   28.1   18.2   25.2   28.1   86.4  404.4   0.00   0.00
 2016 228    75    0.0   11.5   12.3   14.9   29.8   0.38   33.5   20.7   26.7   29.2   20.7   26.7   29.2   86.4  404.6   0.00   0.00
 2016 229    76   22.8   11.5   12.3    2.2    4.4   0.91   23.5   17.3   20.2   21.4   17.3   20.2   21.4   86.4  404.6   0.00   0.00
 2016 230    77   21.2   11.5   12.3   23.7   47.4   0.02   34.6   13.8   23.6   27.7   13.8   23.6   27.7   86.4  404.6   0.00   0.00
 2016 231    78    0.0   11.5   12.3   23.5   47.0   0.04   35.6   14.4   24.4   28.5   14.4   24.4   28.5   86.4  404.6   0.00   0.00
 2016 232    79    0.0   11.5   12.4   21.7   43.4   0.11   34.2   14.4   23.7   27.6   14.4   23.7   27.6   86.4  404.6   0.00   0.00
 2016 233    80    0.0   11.5   12.4   20.4   40.8   0.17   32.8   16.2   24.0   27.3   16.2   24.0   27.3   86.4  404.6   0.00   0.00
 2016 234    81    0.0   11.5   12.4    9.5   19.0   0.62   22.6   17.8   20.1   21.0   17.8   20.1   21.0   86.4  404.6   0.00   0.00
 2016 235    82    0.0   11.6   12.4   24.2   48.4   0.02   24.6   12.7   18.3   20.7   12.7   18.3   20.7   86.4  404.6   0.00   0.00
 2016 236    83    0.0   11.6   12.4   17.5   35.0   0.30   31.8   12.3   21.5   25.3   12.3   21.5   25.3   86.4  404.6   0.00   0.00
 2016 237    84    0.0   11.6   12.4   18.0   36.0   0.28   32.5   17.2   24.4   27.4   17.2   24.4   27.4   86.4  404.6   0.00   0.00
 2016 238    85    0.0   11.6   12.4   18.8   37.6   0.25   30.3   17.8   23.7   26.2   17.8   23.7   26.2   86.4  404.6   0.00   0.00
 2016 239    86    0.0   11.6   12.4   20.5   41.0   0.19   31.0   17.1   23.7   26.4   17.1   23.7   26.4   86.4  404.6   0.00   0.00
 2016 240    87    3.8   11.6   12.5   19.2   38.4   0.24   31.7   16.0   23.4   26.5   16.0   23.4   26.5   86.4  404.6   0.00   0.00
 2016 241    88    0.4   11.6   12.5   15.8   31.6   0.38   32.3   18.7   25.1   27.8   18.7   25.1   27.8   86.4  404.6   0.00   0.00
 2016 242    89    0.0   11.7   12.5   13.4   26.8   0.48   31.3   21.1   25.9   27.9   21.1   25.9   27.9   86.4  404.6   0.00   0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2017 108     1    0.0   11.5   12.4   18.6   37.2   0.24   29.9   20.1   24.7   26.6   20.1   24.7   26.6   86.4  406.1   0.00   0.00
 2017 109     2    6.2   11.5   12.4   18.7   37.4   0.23   29.2   20.1   24.4   26.2   20.1   24.4   26.2   86.4  406.1   0.00   0.00
 2017 110     3   78.2   11.5   12.4   17.0   34.0   0.30   29.0   19.3   23.9   25.8   19.3   23.9   25.8   86.4  406.1   0.00   0.00
 2017 111     4    6.4   11.5   12.4    8.1   16.2   0.66   23.6   17.8   20.5   21.7   17.8   20.5   21.7   86.4  406.1   0.00   0.00
 2017 112     5    0.2   11.5   12.3   11.2   22.4   0.53   24.5   16.3   20.2   21.8   16.3   20.2   21.8   86.4  406.1   0.00   0.00
 2017 113     6    0.0   11.4   12.3   20.1   40.2   0.16   26.4   15.0   20.4   22.6   15.0   20.4   22.6   86.4  406.1   0.00   0.00
 2017 114     7    0.0   11.4   12.3   20.1   40.2   0.15   28.5   16.3   22.0   24.4   16.3   22.0   24.4   86.4  406.1   0.00   0.00
 2017 115     8   19.8   11.4   12.3   17.3   34.6   0.27   29.1   19.8   24.2   26.0   19.8   24.2   26.0   86.4  406.1   0.00   0.00
 2017 116     9    0.0   11.4   12.3   10.2   20.4   0.57   28.1   18.8   23.2   25.0   18.8   23.2   25.0   86.4  406.1   0.00   0.00
 2017 117    10    0.0   11.4   12.3   12.5   25.0   0.47   27.2   18.8   22.8   24.4   18.8   22.8   24.4   86.4  406.1   0.00   0.00
 2017 118    11    0.2   11.4   12.2   13.4   26.8   0.42   26.2   18.5   22.1   23.6   18.5   22.1   23.6   86.4  406.1   0.00   0.00
 2017 119    12    0.0   11.3   12.2   17.1   34.2   0.26   28.0   18.5   23.0   24.8   18.5   23.0   24.8   86.4  406.1   0.00   0.00
 2017 120    13    0.0   11.3   12.2   17.8   35.6   0.23   26.1   19.1   22.4   23.7   19.1   22.4   23.7   86.4  406.1   0.00   0.00
 2017 121    14    0.0   11.3   12.2   17.8   35.6   0.22   24.6   17.8   21.0   22.3   17.8   21.0   22.3   86.4  406.1   0.00   0.00
 2017 122    15    0.0   11.3   12.2   19.3   38.6   0.15   26.2   17.4   21.5   23.2   17.4   21.5   23.2   86.4  406.1   0.00   0.00
 2017 123    16    0.0   11.3   12.2   13.4   26.8   0.41   25.0   17.7   21.1   22.5   17.7   21.1   22.5   86.4  406.1   0.00   0.00
 2017 124    17    0.0   11.3   12.2   18.7   37.4   0.17   26.9   17.6   22.0   23.7   17.6   22.0   23.7   86.4  406.1   0.00   0.00
 2017 125    18   11.8   11.3   12.2   18.6   37.2   0.17   27.6   17.7   22.3   24.2   17.7   22.3   24.2   86.4  406.1   0.00   0.00
 2017 126    19    0.0   11.2   12.1   15.1   30.2   0.33   26.8   16.3   21.2   23.2   16.3   21.2   23.2   86.4  406.1   0.00   0.00
 2017 127    20    0.0   11.2   12.1   15.5   31.0   0.30   27.4   18.3   22.6   24.3   18.3   22.6   24.3   86.4  406.1   0.00   0.00
 2017 128    21    0.0   11.2   12.1   17.8   35.6   0.20   28.1   18.3   22.9   24.8   18.3   22.9   24.8   86.4  406.1   0.00   0.00
 2017 129    22    0.0   11.2   12.1   18.6   37.2   0.16   28.1   17.1   22.2   24.3   17.1   22.2   24.3   86.4  406.1   0.00   0.00
 2017 130    23    0.0   11.2   12.1   18.3   36.6   0.17   26.9   16.3   21.3   23.3   16.3   21.3   23.3   86.4  406.1   0.00   0.00
 2017 131    24    0.0   11.2   12.1   18.3   36.6   0.16   27.8   16.7   21.9   24.0   16.7   21.9   24.0   86.4  406.1   0.00   0.00
 2017 132    25    0.0   11.2   12.1   17.8   35.6   0.18   27.2   15.8   21.1   23.3   15.8   21.1   23.3   86.4  406.1   0.00   0.00
 2017 133    26    0.6   11.1   12.1   17.3   34.6   0.20   27.8   18.3   22.7   24.5   18.3   22.7   24.5   86.4  406.1   0.00   0.00
 2017 134    27    2.0   11.1   12.0   17.4   34.8   0.19   28.2   19.9   23.8   25.4   19.9   23.8   25.4   86.4  406.1   0.00   0.00
 2017 135    28    2.0   11.1   12.0   12.0   24.0   0.44   27.4   18.0   22.4   24.2   18.0   22.4   24.2   86.4  406.3   0.00   0.00
 2017 136    29    9.6   11.1   12.0   14.9   29.8   0.30   27.7   17.3   22.2   24.1   17.3   22.2   24.1   86.4  406.3   0.00   0.00
 2017 137    30    5.6   11.1   12.0   11.4   22.8   0.47   27.6   18.9   23.0   24.6   18.9   23.0   24.6   86.4  406.3   0.00   0.00
 2017 138    31    0.4   11.1   12.0   16.9   33.8   0.20   27.9   18.0   22.6   24.5   18.0   22.6   24.5   86.4  406.3   0.00   0.00
 2017 139    32   32.0   11.1   12.0   12.4   24.8   0.41   27.0   18.9   22.7   24.2   18.9   22.7   24.2   86.4  406.3   0.00   0.00
 2017 140    33    0.2   11.1   12.0    1.9    3.8   0.91   20.4   17.9   19.1   19.5   17.9   19.1   19.5   86.4  406.3   0.00   0.00
 2017 141    34    0.0   11.1   12.0   10.6   21.2   0.49   25.3   17.7   21.2   22.7   17.7   21.2   22.7   86.4  406.3   0.00   0.00
 2017 142    35    0.0   11.0   12.0   14.9   29.8   0.29   27.9   18.9   23.1   24.8   18.9   23.1   24.8   86.4  406.3   0.00   0.00
 2017 143    36    0.0   11.0   11.9   14.8   29.6   0.29   28.1   20.2   23.9   25.4   20.2   23.9   25.4   86.4  406.3   0.00   0.00
 2017 144    37    0.0   11.0   11.9   17.0   34.0   0.18   28.2   19.9   23.8   25.3   19.9   23.8   25.3   86.4  406.3   0.00   0.00
 2017 145    38    0.0   11.0   11.9   16.9   33.8   0.18   26.9   19.2   22.8   24.2   19.2   22.8   24.2   86.4  406.3   0.00   0.00
 2017 146    39    0.0   11.0   11.9   17.0   34.0   0.18   26.5   18.2   22.1   23.6   18.2   22.1   23.6   86.4  406.3   0.00   0.00
 2017 147    40    0.0   11.0   11.9   15.9   31.8   0.23   25.9   16.4   20.8   22.6   16.4   20.8   22.6   86.4  406.3   0.00   0.00
 2017 148    41    0.0   11.0   11.9   16.8   33.6   0.18   25.7   15.7   20.4   22.2   15.7   20.4   22.2   86.4  406.3   0.00   0.00
 2017 149    42    0.0   11.0   11.9   17.0   34.0   0.17   26.4   17.6   21.7   23.3   17.6   21.7   23.3   86.4  406.3   0.00   0.00
 2017 150    43    2.0   11.0   11.9   16.9   33.8   0.17   26.6   17.3   21.6   23.4   17.3   21.6   23.4   86.4  406.3   0.00   0.00
 2017 151    44    0.2   11.0   11.9   16.7   33.4   0.18   27.2   17.8   22.2   23.9   17.8   22.2   23.9   86.4  406.3   0.00   0.00
 2017 152    45    0.4   11.0   11.9   11.3   22.6   0.44   24.5   16.1   20.0   21.6   16.1   20.0   21.6   86.4  406.3   0.00   0.00
 2017 153    46    0.2   10.9   11.9    9.1   18.2   0.55   23.8   15.9   19.6   21.0   15.9   19.6   21.0   86.4  406.3   0.00   0.00
 2017 154    47    0.0   10.9   11.9   16.4   32.8   0.19   27.5   16.2   21.5   23.6   16.2   21.5   23.6   86.4  406.3   0.00   0.00
 2017 155    48    0.0   10.9   11.9   16.3   32.6   0.19   28.0   19.6   23.5   25.1   19.6   23.5   25.1   86.4  406.3   0.00   0.00
 2017 156    49    0.0   10.9   11.9   16.8   33.6   0.16   28.6   18.3   23.1   25.0   18.3   23.1   25.0   86.4  406.3   0.00   0.00
 2017 157    50    0.0   10.9   11.8   16.7   33.4   0.16   27.9   17.0   22.1   24.1   17.0   22.1   24.1   86.4  406.3   0.00   0.00
 2017 158    51    0.0   10.9   11.8   16.6   33.2   0.17   27.1   16.8   21.6   23.5   16.8   21.6   23.5   86.4  406.3   0.00   0.00
 2017 159    52    0.0   10.9   11.8   16.6   33.2   0.17   28.4   18.1   22.9   24.8   18.1   22.9   24.8   86.4  406.3   0.00   0.00
 2017 160    53    0.0   10.9   11.8   14.7   29.4   0.26   26.6   15.0   20.4   22.5   15.0   20.4   22.5   86.4  406.3   0.00   0.00
 2017 161    54    0.0   10.9   11.8   15.8   31.6   0.20   23.2   11.3   16.8   19.0   11.3   16.8   19.0   86.4  406.3   0.00   0.00
 2017 162    55    0.0   10.9   11.8   15.5   31.0   0.22   26.7   11.6   18.6   21.4   11.6   18.6   21.4   86.4  406.3   0.00   0.00
 2017 163    56    0.0   10.9   11.8   14.9   29.8   0.25   27.7   17.8   22.4   24.2   17.8   22.4   24.2   86.4  406.3   0.00   0.00
 2017 164    57    0.0   10.9   11.8   15.6   31.2   0.21   27.6   17.7   22.3   24.1   17.7   22.3   24.1   86.4  406.3   0.00   0.00
 2017 165    58    0.0   10.9   11.8   16.7   33.4   0.15   27.3   17.6   22.1   23.9   17.6   22.1   23.9   86.4  406.3   0.00   0.00
 2017 166    59    0.0   10.9   11.8   15.2   30.4   0.23   25.9   16.3   20.8   22.5   16.3   20.8   22.5   86.4  406.4   0.00   0.00
 2017 167    60    0.0   10.9   11.8   16.4   32.8   0.17   25.4   15.9   20.3   22.1   15.9   20.3   22.1   86.4  406.4   0.00   0.00
 2017 168    61    0.0   10.9   11.8   15.2   30.4   0.23   25.6   15.9   20.4   22.2   15.9   20.4   22.2   86.4  406.4   0.00   0.00
 2017 169    62    0.0   10.9   11.8   16.8   33.6   0.15   26.2   15.7   20.6   22.5   15.7   20.6   22.5   86.4  406.4   0.00   0.00
 2017 170    63    0.0   10.9   11.8   11.3   22.6   0.43   26.3   17.3   21.5   23.1   17.3   21.5   23.1   86.4  406.4   0.00   0.00
 2017 171    64    0.0   10.9   11.8   16.2   32.4   0.18   25.9   13.2   19.1   21.4   13.2   19.1   21.4   86.4  406.4   0.00   0.00
 2017 172    65    0.0   10.9   11.8   16.4   32.8   0.17   25.4   14.4   19.5   21.5   14.4   19.5   21.5   86.4  406.4   0.00   0.00
 2017 173    66    0.0   10.9   11.8   16.7   33.4   0.15   23.7   14.1   18.6   20.3   14.1   18.6   20.3   86.4  406.4   0.00   0.00
 2017 174    67    0.0   10.9   11.8   16.0   32.0   0.19   23.7   15.1   19.1   20.7   15.1   19.1   20.7   86.4  406.4   0.00   0.00
 2017 175    68    0.0   10.9   11.8   16.4   32.8   0.17   24.1   15.0   19.2   20.9   15.0   19.2   20.9   86.4  406.4   0.00   0.00
 2017 176    69    0.0   10.9   11.8   16.7   33.4   0.15   24.1   12.3   17.8   20.0   12.3   17.8   20.0   86.4  406.4   0.00   0.00
 2017 177    70    0.0   10.9   11.8   15.0   30.0   0.24   23.7   14.0   18.5   20.3   14.0   18.5   20.3   86.4  406.4   0.00   0.00
 2017 178    71    0.0   10.9   11.8   16.0   32.0   0.19   24.1   14.3   18.8   20.7   14.3   18.8   20.7   86.4  406.4   0.00   0.00
 2017 179    72    0.0   10.9   11.8   15.2   30.4   0.23   24.8   14.3   19.2   21.1   14.3   19.2   21.1   86.4  406.4   0.00   0.00
 2017 180    73    0.0   10.9   11.8   16.5   33.0   0.16   24.1   15.1   19.3   20.9   15.1   19.3   20.9   86.4  406.4   0.00   0.00
 2017 181    74    0.0   10.9   11.8   10.2   20.4   0.48   24.6   14.4   19.1   21.0   14.4   19.1   21.0   86.4  406.4   0.00   0.00
 2017 182    75    0.0   10.9   11.8   14.9   29.8   0.25   25.3   15.6   20.1   21.9   15.6   20.1   21.9   86.4  406.4   0.00   0.00
 2017 183    76    0.0   10.9   11.8   16.6   33.2   0.16   24.5   16.6   20.3   21.7   16.6   20.3   21.7   86.4  406.4   0.00   0.00
 2017 184    77    0.0   10.9   11.8   16.1   32.2   0.19   22.3   13.6   17.6   19.3   13.6   17.6   19.3   86.4  406.4   0.00   0.00
 2017 185    78    0.0   10.9   11.8   15.2   30.4   0.24   20.4   11.9   15.8   17.4   11.9   15.8   17.4   86.4  406.4   0.00   0.00
 2017 186    79    0.0   10.9   11.8   16.6   33.2   0.17   21.3   12.0   16.3   18.0   12.0   16.3   18.0   86.4  406.4   0.00   0.00
 2017 187    80    0.0   10.9   11.8   16.2   32.4   0.19   22.6   12.1   17.0   18.9   12.1   17.0   18.9   86.4  406.4   0.00   0.00
 2017 188    81    0.0   10.9   11.8   14.7   29.4   0.26   23.2   13.8   18.2   19.9   13.8   18.2   19.9   86.4  406.4   0.00   0.00
 2017 189    82    0.0   10.9   11.8   15.8   31.6   0.21   23.3   13.8   18.2   20.0   13.8   18.2   20.0   86.4  406.4   0.00   0.00
 2017 190    83    0.0   10.9   11.8   16.9   33.8   0.16   23.3   13.9   18.3   20.0   13.9   18.3   20.0   86.4  406.4   0.00   0.00
 2017 191    84    0.0   10.9   11.9   16.4   32.8   0.19   24.2   14.1   18.8   20.7   14.1   18.8   20.7   86.4  406.4   0.00   0.00
 2017 192    85    0.0   10.9   11.9   16.4   32.8   0.19   25.3   15.2   19.9   21.8   15.2   19.9   21.8   86.4  406.4   0.00   0.00
 2017 193    86    0.0   11.0   11.9   17.3   34.6   0.15   25.6   13.6   19.2   21.4   13.6   19.2   21.4   86.4  406.4   0.00   0.00
 2017 194    87    0.0   11.0   11.9   17.1   34.2   0.16   24.9   15.4   19.8   21.6   15.4   19.8   21.6   86.4  406.4   0.00   0.00
 2017 195    88    0.0   11.0   11.9   17.1   34.2   0.16   24.6   14.1   19.0   20.9   14.1   19.0   20.9   86.4  406.4   0.00   0.00
 2017 196    89    0.0   11.0   11.9   15.2   30.4   0.26   24.6   13.5   18.7   20.7   13.5   18.7   20.7   86.4  406.6   0.00   0.00
 2017 197    90    0.0   11.0   11.9   17.4   34.8   0.15   24.7   14.2   19.1   21.1   14.2   19.1   21.1   86.4  406.6   0.00   0.00
 2017 198    91    0.0   11.0   11.9   17.1   34.2   0.17   24.7   15.4   19.7   21.5   15.4   19.7   21.5   86.4  406.6   0.00   0.00
